Name,Access_Source__c,Account_Path__c,Actionability_Score__c,Aggregatable__c,Bucketing_Strategy__c,Business_Concept__c,Canonical_Field_Key__c,Cardinality_Suitability_Score__c,Classification_Basis__c,Cohort_Dimension_Type__c,Cohort_Suitability_Score__c,Cohort_Suitable__c,Controllability_Score__c,Coverage_Pct__c,Direction_Hypothesis__c,Distinct_Count__c,Earliest_Date__c,Eligibility_Status__c,Exclusion_Reason__c,Explainability_Score__c,Field_Label__c,Field_Type__c,Grain__c,Last_Profiled_At__c,Latest_Date__c,Leakage_Risk_Score__c,Measurement_Concepts__c,Metric_Archetypes__c,Observation_Type__c,Origin_System__c,Peer_Group_Utility_Score__c,Populated_Count__c,Predictive_Prior_Score__c,Primary_Source_Role__c,Primary_Theme__c,Profile_Summary__c,Provenance_Role__c,Reference_Evidence__c,Sample_Values__c,Secondary_Themes__c,Source_Confidence_Score__c,Source_Field__c,Source_Object__c,Source_Roles__c,Stability_Prior_Score__c,Windowable__c
Task.LastModifiedById,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Last Modified By ID,salesforce:Task:LastModifiedById,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Last Modified By ID,reference,Task,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,LastModifiedById,Task,SYSTEM_METADATA,0,True
Task.LastModifiedDate,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Last Modified Date,salesforce:Task:LastModifiedDate,0,Operational Account-linked source prior. | final_usage=SYSTEM_DATE | final_roles=SYSTEM_METADATA;SYSTEM_DATE | recommended_use=DO_NOT_USE_AS_BUSINESS_TIME,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Last Modified Date,datetime,Task,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,LastModifiedDate,Task,SYSTEM_DATE,0,True
Task.OCX_Action_Deployment__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,Action Deployment,salesforce:Task:OCX_Action_Deployment__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,Action Deployment,reference,Task,,,1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0,OCX_DERIVED,,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Action_Deployment__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,True
Task.OCX_Action_Deployment_Account__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,Deployment Account,salesforce:Task:OCX_Action_Deployment_Account__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,Deployment Account,reference,Task,,,1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0,OCX_DERIVED,,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Action_Deployment_Account__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,True
Task.OCX_Action_ID__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,OCX Action ID,salesforce:Task:OCX_Action_ID__c,0,OCX-prefixed identifier; linkage/context only. | final_usage=IDENTIFIER | final_roles=IDENTIFIER | recommended_use=CONTEXT_OR_JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,REVIEW,,0.2,OCX Action ID,string,Task,,,0.2,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.1,IDENTIFIER,,,IDENTIFIER,,,,0.6,OCX_Action_ID__c,Task,IDENTIFIER,0,False
Task.OCX_Action_Key__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,OCX Action Key,salesforce:Task:OCX_Action_Key__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,OCX Action Key,string,Task,,,1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Action_Key__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,False
Task.OCX_Action_Type__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,OCX Action Type,salesforce:Task:OCX_Action_Type__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,OCX Action Type,string,Task,,,1,PROCESS_STEPS;PROCESS_COMPLETION;PROCESS_COMPLIANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,PROCESS,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Action_Type__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,False
Task.OCX_Activity_ID__c,salesforce,Task.AccountId/WhatId -> Account,0,True,,OCX Activity ID,salesforce:Task:OCX_Activity_ID__c,0,Account/source linkage field; not a feature itself. | final_usage=LINKAGE | final_roles=LINKAGE | recommended_use=JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.1,OCX Activity ID,string,Task,,,0.05,PEOPLE_ENGAGEMENT,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,LINKAGE,PEOPLE,,SOURCE LINKAGE,,,,0.95,OCX_Activity_ID__c,Task,LINKAGE,0,False
Task.OCX_Channel__c,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,OCX Channel,salesforce:Task:OCX_Channel__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;INFORMATION_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,OCX Channel,string,Task,,,0.1,INFO_COMMUNICATION,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,INFORMATION,,OPERATIONAL SOURCE,,,,0.8,OCX_Channel__c,Task,DIRECT_EXPERIENCE_INPUT,0,False
Task.OCX_Deployment_State__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,Deployment State,salesforce:Task:OCX_Deployment_State__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,Deployment State,picklist,Task,,,1,PROCESS_STEPS,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,PROCESS,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Deployment_State__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,False
Task.OCX_Driver__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,OCX Driver,salesforce:Task:OCX_Driver__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,OCX Driver,string,Task,,,1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Driver__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,False
Task.OCX_Inherited_From_Portfolio__c,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Inherited From Portfolio,salesforce:Task:OCX_Inherited_From_Portfolio__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.45,Inherited From Portfolio,boolean,Task,,,1,,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0,OCX_DERIVED,,,OPERATIONAL SOURCE,,,,0.8,OCX_Inherited_From_Portfolio__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,True
Task.OCX_Parent_Action_ID__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,OCX Parent Action ID,salesforce:Task:OCX_Parent_Action_ID__c,0,OCX-prefixed identifier; linkage/context only. | final_usage=IDENTIFIER | final_roles=IDENTIFIER | recommended_use=CONTEXT_OR_JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,REVIEW,,0.2,OCX Parent Action ID,string,Task,,,0.2,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.1,IDENTIFIER,,,IDENTIFIER,,,,0.6,OCX_Parent_Action_ID__c,Task,IDENTIFIER,0,False
Task.OCX_Parent_Action_Key__c,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,OCX Parent Action Key,salesforce:Task:OCX_Parent_Action_Key__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.45,OCX Parent Action Key,string,Task,,,1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,,,OPERATIONAL SOURCE,,,,0.8,OCX_Parent_Action_Key__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,False
Task.OCX_Portfolio_CTA_Key__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,Portfolio CTA Key,salesforce:Task:OCX_Portfolio_CTA_Key__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,Portfolio CTA Key,string,Task,,,1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Portfolio_CTA_Key__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,False
Task.OCX_Published_Content__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,Published Content,salesforce:Task:OCX_Published_Content__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,Published Content,reference,Task,,,1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0,OCX_DERIVED,,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Published_Content__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,True
Task.OCX_Sentiment__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,OCX Sentiment,salesforce:Task:OCX_Sentiment__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,OCX Sentiment,double,Task,,,1,,DURATION;VARIABILITY;TREND,MEASURE,salesforce,0,,0,OCX_DERIVED,,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Sentiment__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,True
Task.OCX_Sequence__c,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,OCX Sequence,salesforce:Task:OCX_Sequence__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.45,OCX Sequence,double,Task,,,1,,TREND;VARIABILITY,MEASURE,salesforce,0,,0,OCX_DERIVED,,,OPERATIONAL SOURCE,,,,0.8,OCX_Sequence__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,True
Task.OCX_Source_Portfolio__c,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Source Portfolio,salesforce:Task:OCX_Source_Portfolio__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.45,Source Portfolio,reference,Task,,,1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0,OCX_DERIVED,,,OPERATIONAL SOURCE,,,,0.8,OCX_Source_Portfolio__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,True
Task.OCX_Source_Resource_ID__c,salesforce,Task.AccountId/WhatId -> Account,0.05,True,,OCX Source Resource ID,salesforce:Task:OCX_Source_Resource_ID__c,0,OCX-prefixed identifier; linkage/context only. | final_usage=IDENTIFIER | final_roles=IDENTIFIER | recommended_use=CONTEXT_OR_JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,REVIEW,,0.2,OCX Source Resource ID,string,Task,,,0.2,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.1,IDENTIFIER,,,IDENTIFIER,,,,0.6,OCX_Source_Resource_ID__c,Task,IDENTIFIER,0,False
Task.OCX_Source_State__c,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,OCX Source State,salesforce:Task:OCX_Source_State__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.8,OCX Source State,string,Task,,,1,PROCESS_STEPS,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,PROCESS,,OPERATIONAL SOURCE,,,,0.8,OCX_Source_State__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,False
Task.OCX_Source_Version__c,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,OCX Source Version,salesforce:Task:OCX_Source_Version__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.45,OCX Source Version,double,Task,,,1,,TREND;VARIABILITY,MEASURE,salesforce,0,,0,OCX_DERIVED,,,OPERATIONAL SOURCE,,,,0.8,OCX_Source_Version__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,True
Task.OCX_Withdrawal_Reason__c,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Withdrawal Reason,salesforce:Task:OCX_Withdrawal_Reason__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.8,Withdrawal Reason,string,Task,,,1,PROCESS_ABANDONMENT,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,PROCESS,,OPERATIONAL SOURCE,,,,0.8,OCX_Withdrawal_Reason__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,False
Task.OCX_Withdrawn_At__c,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Withdrawn At,salesforce:Task:OCX_Withdrawn_At__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.8,Withdrawn At,datetime,Task,,,1,PROCESS_ABANDONMENT,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0,OCX_DERIVED,PROCESS,,OPERATIONAL SOURCE,,,,0.8,OCX_Withdrawn_At__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,True
Task.OCX_Withdrawn_By__c,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Withdrawn By,salesforce:Task:OCX_Withdrawn_By__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.8,Withdrawn By,reference,Task,,,1,PROCESS_ABANDONMENT,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0,OCX_DERIVED,PROCESS,,OPERATIONAL SOURCE,,,,0.8,OCX_Withdrawn_By__c,Task,OCX_DERIVED;MODEL_OUTPUT,0,True
Task.OwnerId,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Assigned To ID,salesforce:Task:OwnerId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP;PEOPLE_DIMENSION | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Assigned To ID,reference,Task,,,0.1,PEOPLE_OWNERSHIP,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.8,OwnerId,Task,DIRECT_EXPERIENCE_INPUT,0,True
Task.Priority,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Priority,salesforce:Task:Priority,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Priority,picklist,Task,,,0.1,PRODUCT_QUALITY;PRODUCT_DEFECTS;PRODUCT_FUNCTIONALITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,,,,0.8,Priority,Task,DIRECT_EXPERIENCE_INPUT,0,False
Task.RecordTypeId,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Task Record Type ID,salesforce:Task:RecordTypeId,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Task Record Type ID,reference,Task,,,0.1,PROCESS_STEPS;PROCESS_COMPLETION;PROCESS_COMPLIANCE,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.45,IGNORE,PROCESS,,OPERATIONAL SOURCE,,,,0.8,RecordTypeId,Task,SYSTEM_METADATA,0,True
Task.RecurrenceActivityId,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Recurrence Activity ID,salesforce:Task:RecurrenceActivityId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Recurrence Activity ID,reference,Task,,,0.1,PEOPLE_ENGAGEMENT,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.8,RecurrenceActivityId,Task,DIRECT_EXPERIENCE_INPUT,0,True
Task.RecurrenceDayOfMonth,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Recurrence Day of Month,salesforce:Task:RecurrenceDayOfMonth,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Recurrence Day of Month,int,Task,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,RecurrenceDayOfMonth,Task,SYSTEM_METADATA,0,True
Task.RecurrenceDayOfWeekMask,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Recurrence Day of Week Mask,salesforce:Task:RecurrenceDayOfWeekMask,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Recurrence Day of Week Mask,int,Task,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,RecurrenceDayOfWeekMask,Task,SYSTEM_METADATA,0,True
Task.RecurrenceEndDateOnly,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Recurrence End,salesforce:Task:RecurrenceEndDateOnly,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=BUSINESS_DATE;WINDOW | recommended_use=RECENCY;WINDOW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Recurrence End,date,Task,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.8,RecurrenceEndDateOnly,Task,DIRECT_EXPERIENCE_INPUT,0,True
Task.RecurrenceInstance,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Recurrence Instance,salesforce:Task:RecurrenceInstance,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Recurrence Instance,picklist,Task,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,RecurrenceInstance,Task,SYSTEM_METADATA,0,False
Task.RecurrenceInterval,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Recurrence Interval,salesforce:Task:RecurrenceInterval,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Recurrence Interval,int,Task,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,RecurrenceInterval,Task,SYSTEM_METADATA,0,True
Task.RecurrenceMonthOfYear,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Recurrence Month of Year,salesforce:Task:RecurrenceMonthOfYear,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Recurrence Month of Year,picklist,Task,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,RecurrenceMonthOfYear,Task,SYSTEM_METADATA,0,False
Task.RecurrenceRegeneratedType,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Repeat This Task,salesforce:Task:RecurrenceRegeneratedType,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Repeat This Task,picklist,Task,,,0.1,PROCESS_REWORK,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,,0.8,RecurrenceRegeneratedType,Task,DIRECT_EXPERIENCE_INPUT,0,False
Task.RecurrenceStartDateOnly,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Recurrence Start,salesforce:Task:RecurrenceStartDateOnly,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=BUSINESS_DATE;WINDOW | recommended_use=RECENCY;WINDOW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Recurrence Start,date,Task,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.8,RecurrenceStartDateOnly,Task,DIRECT_EXPERIENCE_INPUT,0,True
Task.RecurrenceTimeZoneSidKey,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Recurrence Time Zone,salesforce:Task:RecurrenceTimeZoneSidKey,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Recurrence Time Zone,picklist,Task,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,RecurrenceTimeZoneSidKey,Task,SYSTEM_METADATA,0,False
Task.RecurrenceType,salesforce,Task.AccountId/WhatId -> Account,0.4,True,,Recurrence Type,salesforce:Task:RecurrenceType,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Recurrence Type,picklist,Task,,,0.1,PROCESS_STEPS;PROCESS_COMPLETION;PROCESS_COMPLIANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,IGNORE,PROCESS,,OPERATIONAL SOURCE,,,,0.8,RecurrenceType,Task,SYSTEM_METADATA,0,False
Task.ReminderDateTime,salesforce,Task.AccountId/WhatId -> Account,0.75,True,,Reminder Date/Time,salesforce:Task:ReminderDateTime,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=BUSINESS_DATE;WINDOW | recommended_use=RECENCY;WINDOW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Reminder Date/Time,datetime,Task,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.8,ReminderDateTime,Task,DIRECT_EXPERIENCE_INPUT,0,True
